et000.jpg	0	291	221.763	172.941
et004.jpg	0	389	307.004	203.284
et001.jpg	0	208	236.811	219.015
et007.jpg	0	584	367.932	222.048
et005.jpg	0	545	342.823	170.334
et003.jpg	0	114	228.013	184.148
et006.jpg	0	630	332.467	166.913
et002.jpg	0	125	262.168	214.249
et008.jpg	0	403	345.564	185.236
et002.jpg	1	184	590.614	281.068
et000.jpg	1	209	605.155	224.132
et006.jpg	1	172	555.443	333.22
et008.jpg	1	28	218.122	39.9652
et005.jpg	1	302	514.451	346.792
et004.jpg	1	284	593.887	314.689
et001.jpg	1	97	585.056	242.546
et007.jpg	1	208	554.102	373.068
et003.jpg	2	441	190.422	195.33
et007.jpg	2	791	240.71	226.502
et001.jpg	2	470	204.194	235.612
et004.jpg	2	601	269.316	211.833
et002.jpg	2	755	228.573	226.663
et005.jpg	2	699	217.069	156.699
et006.jpg	2	763	182.978	163.826
et000.jpg	2	524	184.361	186.876
et006.jpg	3	158	556.739	303.774
et007.jpg	3	184	557.199	346.284
et008.jpg	3	43	207.617	61.1462
et001.jpg	3	86	569.12	224.369
et004.jpg	3	279	577.038	292.704
et002.jpg	3	169	579.761	257.34
et005.jpg	3	284	518.529	318.971
et001.jpg	4	313	559.028	95.1283
et002.jpg	4	537	599.013	132.812
et003.jpg	4	363	575.726	111.102
et004.jpg	4	529	600.173	167.14
et005.jpg	4	608	614.699	261.596
et000.jpg	4	433	562.97	78.3962
et006.jpg	4	197	485.142	382.497
et002.jpg	5	675	594.456	114.425
et004.jpg	5	556	594.674	152.992
et001.jpg	5	398	550.911	80.4904
et003.jpg	5	361	568.435	102.598
et000.jpg	5	432	554.76	69.2017
et008.jpg	5	460	106.58	74.4629
et005.jpg	5	642	623.508	243.718
et002.jpg	6	636	620.112	183.06
et001.jpg	6	378	590.299	133.773
et006.jpg	6	654	627.708	298.85
et004.jpg	6	543	631.062	214.43
et005.jpg	6	577	597.374	322.088
et007.jpg	6	666	626.259	353.105
et008.jpg	6	365	148.277	22.0208
et003.jpg	7	333	599.221	339.417
et004.jpg	7	512	556.043	374.879
et005.jpg	7	516	461.59	350.735
et006.jpg	7	602	508.956	341.895
et002.jpg	7	585	559.629	335.105
et001.jpg	7	358	567.545	310.453
et000.jpg	7	421	591.183	305.075
et004.jpg	8	501	605.479	178.403
et002.jpg	8	539	602.199	143.092
et008.jpg	8	380	125.198	56.0838
et000.jpg	8	395	571.198	86.827
et005.jpg	8	565	609.923	273.808
et003.jpg	8	300	583.929	119.422
et001.jpg	8	316	564.316	103.426
et000.jpg	9	566	511.155	257.391
et006.jpg	9	312	543.852	169.22
et003.jpg	9	517	516.612	290.921
et004.jpg	9	645	496.234	312.057
et001.jpg	9	523	502.502	255.907
et002.jpg	9	832	510.218	268.867
et005.jpg	10	479	504.473	220.11
et007.jpg	10	501	543.631	252.006
et000.jpg	10	533	416.3	85.2762
et003.jpg	10	477	431.707	116.306
et002.jpg	10	810	461.777	84.3924
et006.jpg	10	579	535.767	203.677
et002.jpg	11	696	227.437	238.206
et004.jpg	11	582	263.917	226.421
et005.jpg	11	659	233.395	151.829
et000.jpg	11	509	182.627	201.308
et003.jpg	11	443	187.508	209.689
et006.jpg	11	739	197.403	156.367
et007.jpg	12	217	505.082	380.224
et006.jpg	12	176	506.428	348.662
et001.jpg	12	115	570.248	315.942
et000.jpg	12	223	593.745	310.719
et005.jpg	12	160	458.195	356.435
et004.jpg	12	296	557.987	381.92
et004.jpg	13	413	560.84	386.132
et005.jpg	13	433	457.754	360.437
et007.jpg	13	416	504.778	383.794
et000.jpg	13	318	598.033	313.368
et003.jpg	13	207	605.689	348.36
et001.jpg	13	234	573.233	320.393
et003.jpg	14	236	620.406	133.883
et002.jpg	14	460	627.454	189.139
et008.jpg	14	307	147.035	14.5416
et007.jpg	14	617	629.776	360.94
et005.jpg	14	509	601.295	329.804
et000.jpg	14	347	609.324	103.043
et007.jpg	15	398	628.83	340.778
