OPENSFM_TRACKS_VERSION_v2
02.jpg	1479	2594	0.0379803	-0.0481853	0.00155505	155	145	143	-1	-1
02.jpg	1478	765	-0.150952	0.0597917	0.00100773	70	61	54	-1	-1
02.jpg	1477	1281	0.493815	-0.210226	0.00112331	23	41	22	-1	-1
02.jpg	1472	4691	-0.431016	-0.0935815	0.0103128	24	20	19	-1	-1
02.jpg	1471	489	0.472215	0.0877874	0.000966595	216	196	165	-1	-1
02.jpg	1467	1842	-0.483833	-0.206548	0.00125802	233	254	241	-1	-1
02.jpg	1465	2107	-0.258376	-0.0133776	0.00132388	210	198	186	-1	-1
02.jpg	1460	1884	-0.431078	0.00188562	0.00126635	71	57	47	-1	-1
02.jpg	1458	3323	-0.312201	-0.0791937	0.00216439	110	109	107	-1	-1
02.jpg	1456	3221	0.466819	-0.31387	0.00205836	243	227	204	-1	-1
02.jpg	1455	4450	-0.444266	-0.273509	0.00579964	116	108	98	-1	-1
02.jpg	1451	3534	0.418733	-0.106306	0.00242886	138	133	129	-1	-1
02.jpg	1448	3725	-0.474695	-0.176741	0.00264469	38	41	34	-1	-1
02.jpg	1445	2767	-0.340794	-0.047248	0.00162941	127	115	106	-1	-1
02.jpg	1443	2308	-0.0568162	0.272059	0.00142531	169	154	129	-1	-1
02.jpg	1437	4517	0.320455	-0.181935	0.00629353	82	69	68	-1	-1
02.jpg	1435	4318	0.464063	-0.22429	0.00477223	249	237	215	-1	-1
02.jpg	1434	2582	-0.0190265	0.0552922	0.00155239	253	253	253	-1	-1
02.jpg	1433	1487	-0.390571	-0.29805	0.00118308	249	241	224	-1	-1
02.jpg	1432	4640	-0.236563	-0.16619	0.00884337	252	244	225	-1	-1
02.jpg	1431	1474	-0.0735432	0.0801061	0.00118026	255	250	235	-1	-1
02.jpg	1430	3723	0.0454065	0.0314822	0.0026424	249	255	254	-1	-1
02.jpg	1426	1541	0.274524	0.253649	0.0011937	179	164	139	-1	-1
02.jpg	1425	4615	-0.401458	-0.078994	0.00819203	230	223	207	-1	-1
02.jpg	1424	4049	-0.301291	0.141938	0.00340909	193	177	161	-1	-1
02.jpg	1423	3013	0.0237564	0.253433	0.00187663	185	167	143	-1	-1
02.jpg	1422	4813	-0.0947948	-0.18136	0.0204414	27	23	24	-1	-1
02.jpg	1420	4072	-0.214114	-0.159021	0.00354061	51	45	45	-1	-1
02.jpg	1416	4436	-0.0221343	0.0629253	0.0056281	206	198	183	-1	-1
02.jpg	1415	4451	-0.0456039	0.0785262	0.00580114	207	199	188	-1	-1
02.jpg	1414	2500	0.0566116	0.149006	0.00151483	45	33	27	-1	-1
02.jpg	1413	3587	0.000525057	-0.00461078	0.00248858	255	255	255	-1	-1
02.jpg	1412	3687	-0.464456	-0.0650492	0.00259341	130	112	98	-1	-1
02.jpg	1410	3181	-0.0275979	-0.00730336	0.00202206	253	253	241	-1	-1
02.jpg	1407	1962	-0.0187898	0.0265156	0.00128575	255	249	241	-1	-1
02.jpg	1405	4528	-0.0364579	0.143995	0.00641965	245	236	221	-1	-1
02.jpg	1403	4751	0.413023	0.0283688	0.0127787	54	47	37	-1	-1
02.jpg	1401	1197	-0.018564	0.0707056	0.00110784	250	249	244	-1	-1
02.jpg	1399	2809	-0.220943	-0.186756	0.00165698	64	53	49	-1	-1
02.jpg	1398	1959	-0.0280862	0.0647232	0.00128321	252	246	236	-1	-1
02.jpg	1396	2516	-0.482157	0.0559117	0.00152149	146	160	146	-1	-1
02.jpg	1393	2939	0.238616	-0.277125	0.00178306	37	31	24	-1	-1
02.jpg	1390	2474	-0.493511	-0.199888	0.00150326	49	63	50	-1	-1
02.jpg	1386	2120	-0.183009	-0.171215	0.00132905	201	191	182	-1	-1
02.jpg	1384	4824	-0.325892	-0.0529674	0.0238906	56	50	50	-1	-1
02.jpg	1383	3659	0.459971	0.0187489	0.00255343	226	211	182	-1	-1
02.jpg	1379	3424	-0.165965	0.0596533	0.00231067	59	55	52	-1	-1
02.jpg	1378	4064	0.00112331	-0.0161723	0.00348967	149	139	129	-1	-1
02.jpg	1376	3680	0.454304	-0.0639018	0.00258436	212	223	203	-1	-1
02.jpg	1374	1462	0.0427331	0.0377496	0.0011767	151	126	111	-1	-1
02.jpg	1373	2296	0.238549	-0.352191	0.00142215	66	56	50	-1	-1
02.jpg	1372	2372	-0.120724	0.0415568	0.0014584	164	142	128	-1	-1
02.jpg	1371	4820	0.322036	-0.15644	0.0224874	119	102	93	-1	-1
02.jpg	1364	2898	-0.276069	0.0204788	0.00172209	133	114	96	-1	-1
02.jpg	1363	1948	0.375713	0.166357	0.00128063	137	129	117	-1	-1
02.jpg	1360	4274	-0.284398	0.122733	0.00455109	227	211	185	-1	-1
02.jpg	1469	2709	0.414017	0.28919	0.00160074	22	20	23	-1	-1
02.jpg	1359	4737	-0.240453	0.130245	0.0124575	28	23	20	-1	-1
02.jpg	1354	1636	0.206576	0.0551107	0.00121501	157	158	153	-1	-1
02.jpg	1351	4573	0.424625	0.0791919	0.00750168	34	26	24	-1	-1
02.jpg	1349	3316	0.46361	0.158628	0.00215443	146	140	126	-1	-1
02.jpg	1395	3287	-0.212742	-0.221434	0.00212779	30	22	20	-1	-1
02.jpg	1348	4799	-0.334526	0.0442343	0.0178788	98	87	81	-1	-1
02.jpg	1345	2301	0.029944	0.00647196	0.00142388	133	109	85	-1	-1
02.jpg	1343	1090	-0.261186	-0.283281	0.0010816	188	172	157	-1	-1
02.jpg	1342	4730	-0.292514	-0.00290638	0.0122251	76	60	41	-1	-1
02.jpg	1340	4111	0.438916	-0.0266437	0.00371399	194	178	154	-1	-1
02.jpg	1339	3277	-0.414918	-0.0839504	0.00211893	212	203	186	-1	-1
02.jpg	1429	3657	-0.214971	0.176331	0.00255127	55	38	29	-1	-1
02.jpg	1336	3721	0.060314	0.0431008	0.00264164	255	255	253	-1	-1
02.jpg	1335	1736	-0.408581	-0.307769	0.00123747	240	227	208	-1	-1
02.jpg	1436	1974	0.164879	0.0833127	0.00128975	17	12	11	-1	-1
02.jpg	1333	4403	-0.300244	-0.312348	0.00528972	202	190	178	-1	-1
02.jpg	1332	2973	-0.223683	-0.30802	0.00182366	139	125	114	-1	-1
02.jpg	1330	4300	0.327772	0.172178	0.004728	138	129	112	-1	-1
02.jpg	1329	2238	0.35614	0.138997	0.00138596	185	173	148	-1	-1
02.jpg	1328	2394	0.21809	0.120561	0.00146614	215	213	208	-1	-1
02.jpg	1327	1146	-0.448536	-0.23547	0.00109502	205	234	212	-1	-1
02.jpg	1326	2815	-0.381893	0.109011	0.00166095	222	210	184	-1	-1
02.jpg	1324	2527	0.423056	8.75592e-05	0.00152647	207	195	173	-1	-1
02.jpg	1322	3576	0.333835	-0.190522	0.00247759	244	227	201	-1	-1
02.jpg	1321	2351	0.0159209	-0.0246048	0.00144541	141	115	93	-1	-1
02.jpg	1316	2075	-0.415034	-0.0274155	0.00131577	150	136	133	-1	-1
02.jpg	1487	2178	0.0299529	-0.0255662	0.00135801	120	99	84	-1	-1
02.jpg	1315	3207	0.286063	-0.345748	0.00204736	120	133	119	-1	-1
02.jpg	1313	1360	0.419004	-0.0933487	0.0011464	85	68	61	-1	-1
02.jpg	1447	3860	-0.461552	0.047603	0.0029747	83	83	73	-1	-1
02.jpg	1312	1219	0.0307382	0.0330352	0.00111024	219	201	180	-1	-1
02.jpg	1309	4263	0.355466	0.162135	0.00450992	252	249	234	-1	-1
02.jpg	1308	2222	0.403975	0.282827	0.00137781	252	246	252	-1	-1
02.jpg	1307	4818	-0.289114	-0.112245	0.0222801	236	216	186	-1	-1
02.jpg	1305	1862	0.27872	0.190994	0.00126143	251	240	210	-1	-1
02.jpg	1304	2414	-0.126798	0.0447346	0.00147622	169	148	132	-1	-1
02.jpg	1301	2265	0.229996	-0.327444	0.00140655	133	124	119	-1	-1
02.jpg	1298	1101	0.0212557	0.0330947	0.00108318	223	201	180	-1	-1
02.jpg	1296	3562	-0.367741	0.10849	0.00246237	216	202	176	-1	-1
02.jpg	1295	3109	-0.242727	-0.180827	0.00196076	195	183	169	-1	-1
02.jpg	1294	4128	0.117255	0.099606	0.00378082	110	109	117	-1	-1
02.jpg	1314	2819	0.430868	0.0885892	0.00166252	205	190	160	-1	-1
02.jpg	1293	2323	-0.119966	0.048256	0.00143503	118	94	82	-1	-1
02.jpg	1289	4656	-0.374277	-0.141212	0.0094051	148	134	121	-1	-1
02.jpg	1287	1433	-0.440775	0.104249	0.0011676	188	171	145	-1	-1
02.jpg	1283	4832	0.411293	-0.131137	0.0285701	22	22	22	-1	-1
02.jpg	1274	3876	0.244134	-0.356846	0.00302461	142	129	123	-1	-1
02.jpg	1271	1748	0.304033	-0.219563	0.00124045	80	66	55	-1	-1
02.jpg	1270	2230	-0.298173	0.172396	0.0013817	53	39	25	-1	-1
02.jpg	1273	1347	-0.0447603	0.165205	0.00114354	55	52	53	-1	-1
02.jpg	1268	2917	-0.265831	-0.102374	0.00174622	135	118	106	-1	-1
02.jpg	1267	3390	0.025198	0.0174928	0.00227286	238	227	209	-1	-1
02.jpg	1266	4629	0.300618	0.12569	0.00851329	55	51	52	-1	-1
02.jpg	1264	2456	-0.296067	-0.274462	0.00149511	61	45	45	-1	-1
02.jpg	1262	1648	0.304517	0.0842977	0.00121659	175	165	153	-1	-1
02.jpg	1261	3571	-0.230063	-0.185858	0.0024731	84	72	68	-1	-1
02.jpg	1260	2211	0.298994	-0.2281	0.0013759	248	232	222	-1	-1
02.jpg	1259	3014	0.0237564	0.253433	0.00187663	185	167	143	-1	-1
02.jpg	1258	2622	-0.213775	-0.124352	0.00156685	241	223	203	-1	-1
02.jpg	1257	1733	-0.0414358	0.281059	0.00123675	158	143	122	-1	-1
02.jpg	1253	1269	0.124354	0.0475863	0.00112008	253	247	230	-1	-1
02.jpg	1252	2213	-0.00159943	0.0457008	0.00137603	122	101	95	-1	-1
02.jpg	1251	1776	-0.462186	-0.149277	0.00124544	33	41	36	-1	-1
02.jpg	1250	4784	-0.102181	0.147575	0.0161994	112	110	105	-1	-1
02.jpg	1248	493	-0.469198	-0.176495	0.000967375	156	162	148	-1	-1
02.jpg	1243	1866	-0.0551071	0.0699854	0.00126248	128	115	109	-1	-1
02.jpg	1240	4303	-0.257474	-0.110294	0.00473073	87	76	74	-1	-1
02.jpg	1235	1260	-0.454478	0.00337821	0.00111889	137	141	122	-1	-1
